household_id,crop_code,crop_name,crop_domain,disposition_share1_pct_unconfirmed,disposition_share2_pct_unconfirmed,disposition_share3_pct_unconfirmed,disposition_share4_pct_unconfirmed,disposition_share5_pct_unconfirmed,disposition_share6_pct_unconfirmed,disposition_total_check_pct,ph_saq07,storage_detail1_unconfirmed,storage_detail2_unconfirmed,storage_flag2_unconfirmed,storage_flag3_unconfirmed,storage_flag4_unconfirmed,storage_flag_unconfirmed,storage_qty1_unconfirmed,storage_qty1_unit_unconfirmed,storage_qty2_unconfirmed,storage_qty2_unit_unconfirmed,storage_qty3_unconfirmed,storage_qty3_unit_unconfirmed,storage_qty4_unconfirmed,storage_qty4_unit_unconfirmed,storage_qty5_unconfirmed,storage_qty5_unit_unconfirmed,storage_qty6_unconfirmed,storage_qty6_unit_unconfirmed,storage_qty7_unconfirmed,storage_qty7_unit_unconfirmed,loss_detail_a_unconfirmed,loss_detail_b_unconfirmed,loss_detail_c_unconfirmed,loss_detail_d_unconfirmed,loss_detail_e_unconfirmed,loss_detail_f_unconfirmed,loss_detail_g_unconfirmed,loss_detail_h_unconfirmed,loss_detail_i_unconfirmed,loss_detail_j_unconfirmed,loss_detail_k_unconfirmed,loss_detail_ka_unconfirmed,loss_detail_l_unconfirmed,loss_detail_la_unconfirmed,loss_detail_m_unconfirmed,loss_detail_ma_unconfirmed,loss_detail_n_unconfirmed,loss_detail_na_unconfirmed,loss_detail_o_unconfirmed,loss_detail_oa_unconfirmed,loss_detail_p_unconfirmed,loss_detail_pa_unconfirmed,loss_detail_q_unconfirmed,loss_detail_r_unconfirmed,loss_detail_s_unconfirmed,loss_detail_t_unconfirmed,loss_detail_u_unconfirmed,loss_detail_v_unconfirmed,loss_detail_w_unconfirmed,loss_detail_x_unconfirmed,loss_detail_y_unconfirmed,loss_detail_z_unconfirmed,loss_extra_a_unconfirmed,loss_extra_b_unconfirmed,loss_extra_c_unconfirmed,loss_extra_d_unconfirmed,loss_extra_e_unconfirmed,loss_extra_f_unconfirmed,loss_reason1_occurred,loss_reason1_qty,loss_reason1_unit,loss_reason2_occurred,loss_reason2_qty,loss_reason2_unit,loss_reason3_occurred,loss_reason3_qty,loss_reason3_unit,ph_saq07_loss,total_loss_qty,household_size,region_code,zone_code,woreda_code,is_rural,survey_year
1010101601034,MAIZE,MAIZE,field_crop,50.0,0.0,0.0,0.0,0.0,50.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1.0,Tigray,1.0,1.0,1.0,2013
1010101601049,MAIZE,MAIZE,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,Tigray,1.0,1.0,1.0,2013
1010101601064,MAIZE,MAIZE,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,Tigray,1.0,1.0,1.0,2013
1010101601064,MANGOS,MANGOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,Tigray,1.0,1.0,1.0,2013
1010101601080,MAIZE,MAIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,Tigray,1.0,1.0,1.0,2013
1010101601080,SESAME,SESAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,Tigray,1.0,1.0,1.0,2013
1010101601080,SORGHUM,SORGHUM,field_crop,67.0,0.0,0.0,0.0,0.0,33.0,100.0,1.0,,,,,,,800.0,1.0,780.0,1.0,,,,,,,,,,,1.0,1.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,Tigray,1.0,1.0,1.0,2013
1010101601087,MILLET,MILLET,field_crop,0.0,0.0,0.0,10.0,0.0,90.0,100.0,1.0,,,,,,,700.0,2.0,680.0,2.0,,,,,,,,,,,1.0,1.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,6.0,80.0,2.0,0.0,,,0.0,,,1.0,80.0,6.0,Tigray,1.0,1.0,1.0,2013
1010101601087,SESAME,SESAME,field_crop,0.0,0.0,0.0,7.0,86.0,7.0,100.0,1.0,,,,,,,890.0,0.0,860.0,0.0,,,,,,,,,,,1.0,1.0,2.0,11.0,2.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,3.0,80.0,2.0,0.0,,,0.0,,,1.0,80.0,6.0,Tigray,1.0,1.0,1.0,2013
1010101601087,SORGHUM,SORGHUM,field_crop,27.0,,,7.0,33.0,33.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,5.0,80.0,1.0,0.0,,,0.0,,,1.0,80.0,6.0,Tigray,1.0,1.0,1.0,2013
1010101601101,MAIZE,MAIZE,field_crop,0.0,0.0,0.0,0.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,Tigray,1.0,1.0,1.0,2013
1010101601101,MILLET,MILLET,field_crop,20.0,0.0,0.0,0.0,0.0,80.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,2.0,1.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,Tigray,1.0,1.0,1.0,2013
1010101601101,RED PEPPER,RED PEPPER,garden_crop,12.0,0.0,0.0,0.0,25.0,63.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,Tigray,1.0,1.0,1.0,2013
1010101601101,SESAME,SESAME,field_crop,0.0,0.0,0.0,4.0,96.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,29.0,4.0,2.0,4.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,4.0,70.0,1.0,0.0,,,0.0,,,3.0,70.0,5.0,Tigray,1.0,1.0,1.0,2013
1010101601101,SORGHUM,SORGHUM,field_crop,14.0,,,0.0,29.0,57.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,0.0,,8.0,140.0,6.0,0.0,,,0.0,,,3.0,140.0,5.0,Tigray,1.0,1.0,1.0,2013
1010101601116,LETTUCE,LETTUCE,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,Tigray,1.0,1.0,1.0,2013
1010101601116,MILLET,MILLET,field_crop,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,,,,,,,170.0,2.0,140.0,2.0,,,,,,,,,,,2.0,3.0,2.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6.0,Tigray,1.0,1.0,1.0,2013
1010101601116,RED PEPPER,RED PEPPER,garden_crop,10.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,Tigray,1.0,1.0,1.0,2013
1010101601116,SESAME,SESAME,field_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,Tigray,1.0,1.0,1.0,2013
1010101601116,SORGHUM,SORGHUM,field_crop,18.0,0.0,0.0,0.0,27.0,55.0,100.0,1.0,,,,,,,250.0,2.0,220.0,2.0,,,,,,,,,,,2.0,4.0,2.0,22.0,5.0,1.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6.0,Tigray,1.0,1.0,1.0,2013
1010101601131,MAIZE,MAIZE,field_crop,50.0,0.0,0.0,10.0,0.0,40.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,8.0,2.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,Tigray,1.0,1.0,1.0,2013
1010101601131,MILLET,MILLET,field_crop,10.0,0.0,0.0,5.0,0.0,85.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,8.0,30.0,4.0,2.0,7.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,6.0,7.0,0.0,,0.0,,,0.0,,,0.0,,,3.0,,8.0,Tigray,1.0,1.0,1.0,2013
1010101601131,RED PEPPER,RED PEPPER,garden_crop,17.0,0.0,0.0,0.0,0.0,83.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,1.0,5.0,3.0,2.0,1.0,,1.0,,5.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,Tigray,1.0,1.0,1.0,2013
1010101601131,SESAME,SESAME,field_crop,0.0,0.0,0.0,5.0,95.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,30.0,3.0,,,,9.0,3.0,3.0,,29.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,8.0,Tigray,1.0,1.0,1.0,2013
1010101601131,SORGHUM,SORGHUM,field_crop,13.0,0.0,0.0,2.0,38.0,47.0,100.0,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,23.0,51.0,6.0,1.0,1.0,10.0,26.0,3.0,8.0,,21.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,5.0,,8.0,Tigray,1.0,1.0,1.0,2013
1010201403001,BARLEY,BARLEY,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,10.0,Tigray,1.0,2.0,1.0,2013
1010201403001,MAIZE,MAIZE,field_crop,33.0,0.0,0.0,4.0,0.0,63.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,9.0,5.0,4.0,4.0,6.0,4.0,10.0,6.0,9.0,,5.0,,14.0,,6.0,,4.0,,5.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,10.0,Tigray,1.0,2.0,1.0,2013
1010201403001,MILLET,MILLET,field_crop,30.0,0.0,0.0,15.0,0.0,55.0,100.0,1.0,,,,,,,150.0,3.0,70.0,3.0,,,,,,,,,,,8.0,2.0,3.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,,0.0,,3.0,80.0,1.0,0.0,,,0.0,,,2.0,80.0,10.0,Tigray,1.0,2.0,1.0,2013
1010201403001,RED PEPPER,RED PEPPER,garden_crop,32.0,0.0,0.0,0.0,0.0,68.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,1.0,6.0,4.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,10.0,Tigray,1.0,2.0,1.0,2013
1010201403001,TEFF,TEFF,field_crop,17.0,0.0,0.0,6.0,12.0,65.0,100.0,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,7.0,46.0,20.0,4.0,4.0,29.0,21.0,3.0,3.0,,23.0,,0.0,,,,,,,,,,,,,,,,,,25.0,3.0,0.0,,0.0,,3.0,80.0,1.0,0.0,,,0.0,,,5.0,80.0,10.0,Tigray,1.0,2.0,1.0,2013
1010201403011,MAIZE,MAIZE,field_crop,14.0,0.0,0.0,0.0,3.0,83.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,6.0,2.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,,6.0,,6.0,,1.0,,1.0,,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403011,MILLET,MILLET,field_crop,12.0,0.0,0.0,10.0,0.0,78.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,8.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,,4.0,,0.0,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403011,RED PEPPER,RED PEPPER,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,,6.0,,6.0,,1.0,,1.0,,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403011,TEFF,TEFF,field_crop,12.0,0.0,0.0,0.0,20.0,68.0,100.0,1.0,,,,,,,450.0,3.0,160.0,3.0,,,,,,,,,,,6.0,3.0,3.0,20.0,9.0,3.0,4.0,14.0,12.0,3.0,4.0,,15.0,,0.0,,,,,,,,,,,,,,,,,,6.0,7.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403016,BARLEY,BARLEY,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403016,CHICK PEAS,CHICK PEAS,field_crop,7.0,0.0,0.0,0.0,21.0,72.0,100.0,1.0,,,,,,,50.0,3.0,910.0,2.0,,,,,,,,,,,2.0,1.0,3.0,7.0,3.0,1.0,3.0,6.0,4.0,1.0,3.0,,5.0,,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403016,MAIZE,MAIZE,field_crop,19.0,0.0,0.0,4.0,0.0,77.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,20.0,4.0,2.0,4.0,6.0,6.0,2.0,4.0,,8.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403016,MILLET,MILLET,field_crop,30.0,0.0,0.0,0.0,0.0,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,22.0,2.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403016,RED PEPPER,RED PEPPER,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403016,TEFF,TEFF,field_crop,13.0,0.0,0.0,0.0,25.0,62.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,22.0,2.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7.0,Tigray,1.0,2.0,1.0,2013
1010201403026,MAIZE,MAIZE,field_crop,54.0,0.0,0.0,4.0,13.0,29.0,100.0,1.0,,,,,,,370.0,5.0,260.0,5.0,,,,,,,,,,,1.0,1.0,6.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,Tigray,1.0,2.0,1.0,2013
1010201403026,MILLET,MILLET,field_crop,0.0,0.0,0.0,0.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,Tigray,1.0,2.0,1.0,2013
1010201403026,RED PEPPER,RED PEPPER,garden_crop,67.0,0.0,0.0,0.0,0.0,33.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,Tigray,1.0,2.0,1.0,2013
1010201403031,CHICK PEAS,CHICK PEAS,field_crop,14.0,0.0,0.0,14.0,0.0,72.0,100.0,1.0,,,,,,,380.0,2.0,250.0,2.0,,,,,,,,,,,1.0,2.0,4.0,7.0,2.0,2.0,4.0,7.0,4.0,2.0,3.0,,6.0,,5.0,,2.0,,4.0,,3.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,Tigray,1.0,2.0,1.0,2013
1010201403031,MAIZE,MAIZE,field_crop,50.0,0.0,0.0,5.0,0.0,45.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,2.0,1.0,3.0,6.0,4.0,1.0,4.0,,4.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,Tigray,1.0,2.0,1.0,2013
1010201403031,MILLET,MILLET,field_crop,20.0,0.0,0.0,8.0,18.0,54.0,100.0,1.0,,,,,,,360.0,2.0,280.0,2.0,,,,,,,,,,,4.0,4.0,8.0,28.0,8.0,4.0,12.0,23.0,6.0,2.0,2.0,,10.0,,8.0,,2.0,,4.0,,10.0,,0.0,,,,,,,,,,0.0,,16.0,4.0,0.0,,0.0,,,16.0,240.0,4.0,0.0,,,4.0,240.0,8.0,Tigray,1.0,2.0,1.0,2013
1010201403031,RED PEPPER,RED PEPPER,garden_crop,60.0,0.0,0.0,0.0,0.0,40.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,Tigray,1.0,2.0,1.0,2013
1010201403031,TEFF,TEFF,field_crop,36.0,0.0,0.0,14.0,1.0,49.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,6.0,23.0,8.0,3.0,7.0,13.0,7.0,2.0,4.0,,8.0,,4.0,,1.0,,2.0,,4.0,,0.0,,,,,,,,,,5.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,8.0,Tigray,1.0,2.0,1.0,2013
1010201403036,BARLEY,BARLEY,field_crop,25.0,0.0,0.0,50.0,0.0,25.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,Tigray,1.0,2.0,1.0,2013
1010201403036,GARLIC,GARLIC,garden_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,Tigray,1.0,2.0,1.0,2013
